ts_ms,coin,funding_rate_raw,funding_rate_normalized,annualized_pct
1741399200761,HYPE,1.25e-05,1.25e-05,10.95
1741402800092,HYPE,1.25e-05,1.25e-05,10.95
1741406400427,HYPE,1.25e-05,1.25e-05,10.95
1741410000541,HYPE,1.25e-05,1.25e-05,10.95
1741413600310,HYPE,1.25e-05,1.25e-05,10.95
1741417200149,HYPE,1.25e-05,1.25e-05,10.95
1741420800660,HYPE,1.25e-05,1.25e-05,10.95
1741424400821,HYPE,1.25e-05,1.25e-05,10.95
1741428000506,HYPE,1.25e-05,1.25e-05,10.95
1741431600630,HYPE,1.25e-05,1.25e-05,10.95
1741435200829,HYPE,1.25e-05,1.25e-05,10.95
1741438800350,HYPE,1.25e-05,1.25e-05,10.95
1741442400662,HYPE,1.25e-05,1.25e-05,10.95
1741446000266,HYPE,1.25e-05,1.25e-05,10.95
1741449600075,HYPE,1.25e-05,1.25e-05,10.95
1741453200320,HYPE,1.25e-05,1.25e-05,10.95
1741456800697,HYPE,1.25e-05,1.25e-05,10.95
1741460400411,HYPE,1.25e-05,1.25e-05,10.95
1741464000651,HYPE,1.25e-05,1.25e-05,10.95
1741467601332,HYPE,1.25e-05,1.25e-05,10.95
1741471201707,HYPE,1.25e-05,1.25e-05,10.95
1741474800805,HYPE,1.25e-05,1.25e-05,10.95
1741478400488,HYPE,1.45e-05,1.45e-05,12.702
1741482000976,HYPE,1.25e-05,1.25e-05,10.95
1741485600862,HYPE,1.25e-05,1.25e-05,10.95
1741489200691,HYPE,1.25e-05,1.25e-05,10.95
1741492800078,HYPE,1.25e-05,1.25e-05,10.95
1741496400447,HYPE,1.25e-05,1.25e-05,10.95
1741500000049,HYPE,1.25e-05,1.25e-05,10.95
1741503600757,HYPE,1.25e-05,1.25e-05,10.95
1741507200220,HYPE,1.25e-05,1.25e-05,10.95
1741510800048,HYPE,1.725e-05,1.725e-05,15.111
1741514401248,HYPE,4.5625e-05,4.5625e-05,39.9675
1741518000961,HYPE,0.000263625,0.000263625,230.9355
1741521601214,HYPE,0.0002525,0.0002525,221.19
1741525200790,HYPE,1.25e-05,1.25e-05,10.95
1741528800607,HYPE,1.25e-05,1.25e-05,10.95
1741532400458,HYPE,1.25e-05,1.25e-05,10.95
1741536000532,HYPE,1.25e-05,1.25e-05,10.95
1741539600766,HYPE,1.25e-05,1.25e-05,10.95
1741543200960,HYPE,1.25e-05,1.25e-05,10.95
1741546801032,HYPE,1.25e-05,1.25e-05,10.95
1741550400651,HYPE,1.25e-05,1.25e-05,10.95
1741554000616,HYPE,1.25e-05,1.25e-05,10.95
1741557600816,HYPE,1.25e-05,1.25e-05,10.95
1741561200524,HYPE,1.25e-05,1.25e-05,10.95
1741564800718,HYPE,1.25e-05,1.25e-05,10.95
1741568400025,HYPE,1.25e-05,1.25e-05,10.95
1741572000832,HYPE,1.25e-05,1.25e-05,10.95
1741575600522,HYPE,1.25e-05,1.25e-05,10.95
1741579200219,HYPE,1.25e-05,1.25e-05,10.95
1741582800663,HYPE,1.25e-05,1.25e-05,10.95
1741586400099,HYPE,1.25e-05,1.25e-05,10.95
1741590000007,HYPE,1.25e-05,1.25e-05,10.95
1741593600108,HYPE,1.25e-05,1.25e-05,10.95
1741597200597,HYPE,1.25e-05,1.25e-05,10.95
1741600801492,HYPE,1.25e-05,1.25e-05,10.95
1741604400208,HYPE,1.25e-05,1.25e-05,10.95
1741608000411,HYPE,1.25e-05,1.25e-05,10.95
1741611600412,HYPE,1.25e-05,1.25e-05,10.95
1741615200602,HYPE,1.25e-05,1.25e-05,10.95
1741618800253,HYPE,1.25e-05,1.25e-05,10.95
1741622400765,HYPE,1.25e-05,1.25e-05,10.95
1741626001104,HYPE,1.25e-05,1.25e-05,10.95
1741629600692,HYPE,1.25e-05,1.25e-05,10.95
1741633200334,HYPE,1.25e-05,1.25e-05,10.95
1741636801040,HYPE,1.25e-05,1.25e-05,10.95
1741640402992,HYPE,1.25e-05,1.25e-05,10.95
1741644000750,HYPE,1.25e-05,1.25e-05,10.95
1741647600238,HYPE,1.25e-05,1.25e-05,10.95
1741651200161,HYPE,1.25e-05,1.25e-05,10.95
1741654800494,HYPE,1.25e-05,1.25e-05,10.95
1741658400210,HYPE,1.25e-05,1.25e-05,10.95
1741662000698,HYPE,1.25e-05,1.25e-05,10.95
1741665600392,HYPE,1.25e-05,1.25e-05,10.95
1741669200288,HYPE,1.25e-05,1.25e-05,10.95
1741672801559,HYPE,1.25e-05,1.25e-05,10.95
1741676400227,HYPE,1.25e-05,1.25e-05,10.95
1741680000463,HYPE,1.25e-05,1.25e-05,10.95
1741683600466,HYPE,1.25e-05,1.25e-05,10.95
1741687200442,HYPE,1.25e-05,1.25e-05,10.95
1741690800660,HYPE,1.25e-05,1.25e-05,10.95
1741694400181,HYPE,1.25e-05,1.25e-05,10.95
1741698001019,HYPE,1.25e-05,1.25e-05,10.95
1741701600211,HYPE,1.25e-05,1.25e-05,10.95
1741705200459,HYPE,1.25e-05,1.25e-05,10.95
1741708800877,HYPE,1.25e-05,1.25e-05,10.95
1741712400571,HYPE,1.25e-05,1.25e-05,10.95
1741716000440,HYPE,1.25e-05,1.25e-05,10.95
1741719600509,HYPE,1.25e-05,1.25e-05,10.95
1741723200738,HYPE,1.25e-05,1.25e-05,10.95
1741726800757,HYPE,1.25e-05,1.25e-05,10.95
1741730400833,HYPE,1.25e-05,1.25e-05,10.95
1741734000308,HYPE,1.25e-05,1.25e-05,10.95
1741737600308,HYPE,1.25e-05,1.25e-05,10.95
1741741200524,HYPE,1.25e-05,1.25e-05,10.95
1741744800768,HYPE,1.25e-05,1.25e-05,10.95
