fundingTime,fundingRate
1763049600001,0.0001
1763078400000,3.508e-05
1763107200000,0.0001
1763136000000,0.0001
1763164800000,0.0001
1763193600000,0.0001
1763222400000,0.0001
1763251200000,0.0001
1763280000000,0.0001
1763308800000,0.0001
1763337600003,0.0001
1763366400000,0.0001
1763395200000,0.0001
1763424000000,0.0001
1763452800000,0.0001
1763481600000,0.0001
1763510400000,0.0001
1763539200002,0.0001
1763568000000,0.0001
1763596800000,0.0001
1763625600000,0.0001
1763654400000,0.0001
1763683200002,0.0001
1763712000001,0.0001
1763740800000,0.0001
1763769600002,0.0001
1763798400000,0.0001
1763827200005,0.0001
1763856000003,0.0001
1763884800000,0.0001
1763913600000,0.0001
1763942400004,0.0001
1763971200000,0.0001
1764000000001,0.0001
1764028800000,0.0001
1764057600000,0.0001
1764086400000,0.0001
1764115200002,0.0001
1764144000000,0.0001
1764172800000,5.598e-05
1764201600010,0.0001
1764230400000,0.0001
1764259200000,7.06e-05
1764288000000,0.0001
1764316800001,0.0001
1764345600000,3.516e-05
1764374400004,0.0001
