time,ret_net_lo5,equity_lo5,ret_net_ls5,equity_ls5,ret_net_lo10,equity_lo10,ret_net_ls10,equity_ls10,ret_net_btc,equity_btc,ret_net_ew,equity_ew
2023-11-13 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.016220534516795504,1.0521172876325464,-0.059510494662103605,1.2660142926026323
2023-11-14 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.025004573137704433,1.0258095439644952,0.027682619205822247,1.3010608841738793
2023-11-15 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06489262384747163,1.0923770168401297,0.0737826541356439,1.3970566094002956
2023-11-16 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.044764146208747246,1.043477692343223,-0.03670310105151688,1.345780299490787
2023-11-17 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.012454819789339933,1.0564740189555542,0.01891589902682559,1.371236943748246
2023-11-18 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.0012514366120863762,1.055151908688515,-0.006323339970317929,1.362566146373066
2023-11-19 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.021651658139197894,1.0779976971003609,0.02685911384819869,1.3991634656242016
2023-11-20 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0023800945720888755,1.0805634335679537,-0.03823576470555455,1.3456653805679863
2023-11-21 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.04558573069670091,1.0313051598846226,-0.08050783035003506,1.2373287804013036
2023-11-22 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.046631590875071405,1.0793965601677125,0.11172677913551318,1.375571539767214
2023-11-23 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.003049052697874255,1.076105423173857,-0.004647412339322893,1.3691786916196784
2023-11-24 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.011242742854936427,1.0882037997314031,0.009131252855699165,1.3816810084574933
2023-11-25 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.001779200431038408,1.0901399324009429,0.022858227842289885,1.4132637877541796
2023-11-26 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.008820383545342092,1.0805244800790732,-0.01412428086206651,1.3933024530837517
2023-11-27 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.005467130855174918,1.074617111354261,-0.01226925896241596,1.3762076644738976
2023-11-28 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0154706828452289,1.0912421718640788,0.015257994792604458,1.3972058338519826
2023-11-29 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0009458241348827556,1.0922742950472297,-0.0043159530182432515,1.391175559116262
2023-11-30 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.0034521527611939273,1.0885035973236012,0.01766716714129834,1.415753690242058
2023-12-01 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.025409845625962824,1.116162305694899,0.020743816125062264,1.4451218244708175
2023-12-02 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.019849534104810163,1.1383176074482935,0.056039060886948405,1.5261050943813954
2023-12-03 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.013229540422328379,1.1533770262494787,-0.011381198395708761,1.508736189529539
2023-12-04 00:00:00+00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.05050602592898157,1.2116295162431265,0.01648390763674425,1.5336060575259574
2023-12-05 00:00:00+00:00,0.06824513263532973,1.0682451326353297,0.0659644634609281,1.065964463460928,0.06774513263532973,1.0677451326353298,0.0649644634609281,1.064964463460928,0.04958717442505667,1.2717108004036215,0.027626168688914127,1.57597371717351
2023-12-06 00:00:00+00:00,0.009591965266017615,1.0784917028431602,0.03153646955795582,1.0995812193127263,0.009591965266017615,1.0779869068605272,0.03153646955795582,1.0985496828431685,-0.007048028149456376,1.262747746884409,-0.0153785250938413,1.5517375658167227
2023-12-07 00:00:00+00:00,0.028771233121700636,1.1095212390454807,-0.04012742695966387,1.0554578542485369,0.028771233121700636,1.1090019194599525,-0.04012742695966387,1.0544677106833173,-0.011186469570312108,1.2486220576389064,0.057662522865488286,1.6412146686868667
2023-12-08 00:00:00+00:00,0.08045122546436345,1.1987835824054285,0.060992560052668766,1.1198329308068518,0.08045122546436345,1.198222482922837,0.060992560052668766,1.1187823958507699,0.02074843655902936,1.274529013188032,0.03873233073294187,1.7047827380382021
2023-12-09 00:00:00+00:00,0.005791325532699751,1.2057261283743943,0.02750775247976515,1.1506370178861767,0.005791325532699751,1.2051617793820428,0.02750775247976515,1.1495575850745514,-0.010354986383596998,1.2613312826109706,-0.009953582365372747,1.6878140426400734
2023-12-10 00:00:00+00:00,0.08471875788094428,1.307873748314873,0.034478258854465205,1.190308978836386,0.08471875788094428,1.3072615883768781,0.034478258854465205,1.1891923290608657,0.0017365305076681992,1.263521622863501,0.040234585524154674,1.7557225410875446
2023-12-11 00:00:00+00:00,0.020778478255835675,1.335049374555612,0.017483758304887728,1.211120053330499,0.020778478255835675,1.3344244948656565,0.017483758304887728,1.2099838803201923,-0.05791592552645597,1.1903435986526716,-0.01938712256519313,1.721684132993008
2023-12-12 00:00:00+00:00,0.056908375824014944,1.4110248661064388,0.01049467352670001,1.223830362891842,0.056575042490681605,1.4099196173632875,0.009828006860033342,1.221875610196509,0.005793219467971067,1.197239520361961,0.02699177521557507,1.7681554441029774
2023-12-13 00:00:00+00:00,0.061799612863428464,1.4982256565724876,0.06628257600422334,1.304948991936497,0.061799612863428464,1.4970521038848918,0.06628257600422334,1.302864673197066,0.033178132182793085,1.236961691422994,0.021383927361675697,1.8059655516838267
2023-12-14 00:00:00+00:00,0.06480086459954444,1.5953119744836048,0.008472620899047656,1.3160053300377692,0.06480086459954444,1.5940623745671998,0.008472620899047656,1.313903351655826,0.0035743752541170792,1.241383056683107,0.04166339935700927,1.8812082156886314
2023-12-15 00:00:00+00:00,-0.023382598511915598,1.5580094350830034,0.020337587946809135,1.342769704175882,-0.023382598511915598,1.5567890540597442,0.020337587946809135,1.3406249766237337,-0.02514884155318664,1.210163710883773,-0.04064976886770421,1.8047375365288623
