time,trend_only,carry_only,static_50_50,hard_er,soft_er,hard_mom,soft_mom
2023-07-17 00:00:00+00:00,-0.0017442358345162474,8.254081886605036e-05,-0.0008308475078250985,-0.00041745918113394965,-0.000624153344479524,-0.0017442358345162474,-0.001287541671170673
2023-07-18 00:00:00+00:00,-0.0035326686744713716,-3.0545657648817226e-06,-0.0017678616201181267,-3.0545657648817226e-06,-0.0008854580929415042,-0.0035326686744713716,-0.002650265147294749
2023-07-19 00:00:00+00:00,0.001516864714423601,3.813456306933638e-05,0.0007774996387464687,3.813456306933638e-05,0.0004078171009079025,0.001516864714423601,0.0011471821765850349
2023-07-20 00:00:00+00:00,-0.0020795492508872693,2.880605352162391e-05,-0.0010253715986828227,2.880605352162391e-05,-0.0004982827725805994,-0.0020795492508872693,-0.001552460424785046
2023-07-21 00:00:00+00:00,0.000829507446296584,7.857085463358615e-05,0.0004540391504650851,7.857085463358615e-05,0.0002663050025493356,0.000829507446296584,0.0006417732983808346
2023-07-22 00:00:00+00:00,-0.005978781422346434,-4.367255581960716e-05,-0.0030112269890830204,-4.367255581960716e-05,-0.0015274497724513138,-0.005978781422346434,-0.004495004205714727
2023-07-23 00:00:00+00:00,0.002261117672296269,-3.463640020628933e-05,0.0011132406360449898,-3.463640020628933e-05,0.0005393021179193502,0.002261117672296269,0.0016871791541706294
2023-07-24 00:00:00+00:00,-0.009052288173433927,6.424810118410562e-05,-0.004494020036124911,6.424810118410562e-05,-0.0022148859674704026,-0.009052288173433927,-0.0067731541047794195
2023-07-25 00:00:00+00:00,-0.00014561839461271452,-4.288351565795434e-05,-9.425095513533443e-05,-4.288351565795434e-05,-6.856723539664438e-05,-0.0005428835156579544,-0.0003185672353966444
2023-07-26 00:00:00+00:00,0.009734980483663391,-5.483482924617533e-06,0.004864748500369387,-5.483482924617533e-06,0.0024296325087223847,-5.483482924617533e-06,0.0024296325087223847
2023-07-27 00:00:00+00:00,-0.0012175687558689282,1.2704013610642662e-05,-0.0006024323711291428,1.2704013610642662e-05,-0.00029486417875925007,-0.0017175687558689283,-0.0011600005634990356
2023-07-28 00:00:00+00:00,-0.0007082412121753033,5.577832401137961e-05,-0.00032623144408196186,5.577832401137961e-05,-0.00013522656003529113,-0.0007082412121753033,-0.0005172363281286326
2023-07-29 00:00:00+00:00,0.001984232294784538,-0.0001457952731891421,0.000919218510797698,-0.0001457952731891421,0.000386711618804278,0.001984232294784538,0.0014517254027911182
2023-07-30 00:00:00+00:00,-0.005300343339666576,-7.924774492940045e-05,-0.0026897955422979882,-7.924774492940045e-05,-0.0013845216436136943,-0.005300343339666576,-0.003995069440982282
2023-07-31 00:00:00+00:00,-0.0026716268075677265,8.236275403095128e-05,-0.0012946320267683876,8.236275403095128e-05,-0.0006061346363687182,-0.00041763724596904873,-0.0008561346363687182
2023-08-01 00:00:00+00:00,0.003583209671514169,3.004856708854753e-05,0.0018066291193013582,3.004856708854753e-05,0.0009183388431949529,3.004856708854753e-05,0.0009183388431949529
2023-08-02 00:00:00+00:00,-0.008204941536552539,-1.418419700938145e-05,-0.00410956286678096,-1.418419700938145e-05,-0.002061873531895171,-1.418419700938145e-05,-0.002061873531895171
2023-08-03 00:00:00+00:00,-0.0036129660996012513,-4.975097301884723e-05,-0.0018313585363100493,-4.975097301884723e-05,-0.0009405547546644482,-4.975097301884723e-05,-0.0009405547546644482
2023-08-04 00:00:00+00:00,0.0009521786494045313,-1.706663600553604e-05,0.0004675560066994976,-1.706663600553604e-05,0.00022524468534698079,-1.706663600553604e-05,0.00022524468534698079
2023-08-05 00:00:00+00:00,-0.0010144315274097247,-3.47080667543187e-05,-0.0005245697970820217,-3.47080667543187e-05,-0.0002796389319181702,-3.47080667543187e-05,-0.0002796389319181702
2023-08-06 00:00:00+00:00,0.004050445143334904,-3.090412816098009e-05,0.0020097705075869617,-3.090412816098009e-05,0.0009894331897129908,-3.090412816098009e-05,0.0009894331897129908
2023-08-07 00:00:00+00:00,-0.0003404842691795171,-0.00023446485183509225,-0.00028747456050730465,-0.00023446485183509225,-0.00026096970617119845,-0.00023446485183509225,-0.00026096970617119845
