ts_ms,coin,funding_rate_quote_per_base,oracle_twap,funding_rate_normalized,annualized_pct
1686297609000,ETH,0.017570166,1836.861294,9.5653e-06,8.37922
1686301207000,ETH,0.013140625,1838.697037,7.1467e-06,6.260513
1686304803000,ETH,0.010524875,1842.011146,5.7138e-06,5.005285
1686308409000,ETH,0.009814041,1843.53062,5.3235e-06,4.663389
1686312006000,ETH,0.014009375,1843.216013,7.6005e-06,6.658044
1686315605000,ETH,0.018449958,1845.840899,9.9954e-06,8.755989
1686319225000,ETH,0.02082675,1848.95682,1.12641e-05,9.867312
1686322808000,ETH,0.023964166,1847.777585,1.29692e-05,11.361004
1686326413000,ETH,0.024565666,1847.09635,1.32996e-05,11.650461
1686330000000,ETH,0.026472583,1843.137319,1.43628e-05,12.581799
1686333688000,ETH,0.026844666,1841.73652,1.45757e-05,12.768345
1686337217000,ETH,0.015561416,1840.466517,8.4551e-06,7.406709
1686340818000,ETH,0.015297083,1835.930933,8.3321e-06,7.298883
1686344493000,ETH,0.021431541,1834.819431,1.16805e-05,10.232086
1686348037000,ETH,0.017833625,1835.982386,9.7134e-06,8.508935
1686351694000,ETH,0.02074225,1836.482913,1.12946e-05,9.894027
1686355320000,ETH,0.021043541,1837.70053,1.1451e-05,10.031091
1686358805000,ETH,0.021227541,1838.245145,1.15477e-05,10.115803
1686362442000,ETH,0.022143,1839.026978,1.20406e-05,10.547571
1686366026000,ETH,0.02666675,1836.066389,1.45238e-05,12.722891
1686369607000,ETH,0.030778666,1831.502389,1.68051e-05,14.721308
1686373217000,ETH,0.029103708,1813.245253,1.60506e-05,14.060342
1686376800000,ETH,0.035449791,1785.511751,1.98541e-05,17.392222
1686380514000,ETH,0.038243458,1763.904156,2.16811e-05,18.992681
1686384008000,ETH,0.0365595,1748.67653,2.0907e-05,18.314492
1686387618000,ETH,0.029360875,1740.747049,1.68668e-05,14.775338
1686391210000,ETH,0.022516625,1739.364105,1.29453e-05,11.3401
1686394806000,ETH,0.024045916,1740.678068,1.38141e-05,12.101159
1686398403000,ETH,0.01516525,1743.782271,8.6968e-06,7.618359
1686402005000,ETH,0.009264458,1743.578274,5.3135e-06,4.654603
1686405619000,ETH,0.016023833,1743.364326,9.1913e-06,8.051603
1686409220000,ETH,0.021214875,1743.620672,1.21671e-05,10.658414
1686412806000,ETH,0.022444,1741.947975,1.28844e-05,11.286757
1686416409000,ETH,0.024451666,1739.080155,1.40601e-05,12.31666
1686420095000,ETH,0.024193583,1748.96741,1.38331e-05,12.117767
1686423641000,ETH,0.017868833,1746.058463,1.02338e-05,8.964819
1686427207000,ETH,0.026087833,1743.084539,1.49665e-05,13.110633
1686430805000,ETH,0.027326,1743.598936,1.56722e-05,13.728832
1686434429000,ETH,0.030610083,1743.916482,1.75525e-05,15.375984
1686438008000,ETH,0.01170175,1749.533434,6.6885e-06,5.859124
1686441601000,ETH,0.009615041,1751.903082,5.4883e-06,4.807786
1686445282000,ETH,0.014428416,1750.469223,8.2426e-06,7.220517
1686448809000,ETH,0.016204541,1749.591977,9.2619e-06,8.113422
1686452410000,ETH,0.016746791,1749.316461,9.5733e-06,8.386241
1686456005000,ETH,0.018192666,1750.444597,1.03932e-05,9.104416
1686459607000,ETH,0.002595583,1750.981656,1.4824e-06,1.298546
1686463207000,ETH,0.001507083,1754.611485,8.589e-07,0.75242
1686466808000,ETH,0.002196708,1757.000817,1.2503e-06,1.095228
1686470408000,ETH,0.002026666,1756.135233,1.154e-06,1.010947
1686474012000,ETH,0.004595875,1753.589972,2.6208e-06,2.295854
