time,coin,position_delta,new_position
2025-12-22 22:00:00+00:00,BTC,1.0,0.0
2025-12-23 14:00:00+00:00,BTC,1.0,1.0
2025-12-24 18:00:00+00:00,BTC,-1.0,0.0
2025-12-25 15:00:00+00:00,BTC,-1.0,-1.0
2025-12-25 22:00:00+00:00,BTC,1.0,0.0
2025-12-26 02:00:00+00:00,BTC,-1.0,-1.0
2025-12-27 08:00:00+00:00,BTC,1.0,0.0
2025-12-29 00:00:00+00:00,BTC,-1.0,-1.0
2025-12-29 09:00:00+00:00,BTC,1.0,0.0
2026-01-02 09:00:00+00:00,BTC,-1.0,-1.0
2026-01-06 08:00:00+00:00,BTC,1.0,0.0
2026-01-07 09:00:00+00:00,BTC,1.0,1.0
2026-01-08 17:00:00+00:00,BTC,-1.0,0.0
2026-01-11 23:00:00+00:00,BTC,-1.0,-1.0
2026-01-12 08:00:00+00:00,BTC,1.0,0.0
2026-01-12 16:00:00+00:00,BTC,-1.0,-1.0
2026-01-12 21:00:00+00:00,BTC,1.0,0.0
2026-01-13 15:00:00+00:00,BTC,-1.0,-1.0
2026-01-15 14:00:00+00:00,BTC,1.0,0.0
2026-01-16 15:00:00+00:00,BTC,1.0,1.0
2026-01-16 23:00:00+00:00,BTC,-1.0,0.0
2026-01-18 23:00:00+00:00,BTC,1.0,1.0
2026-01-21 15:00:00+00:00,BTC,-1.0,0.0
2026-01-23 17:00:00+00:00,BTC,-1.0,-1.0
2026-01-23 20:00:00+00:00,BTC,1.0,0.0
2026-01-25 07:00:00+00:00,BTC,1.0,1.0
2026-01-26 13:00:00+00:00,BTC,-1.0,0.0
2026-01-27 20:00:00+00:00,BTC,-1.0,-1.0
2026-01-28 20:00:00+00:00,BTC,1.0,0.0
2026-01-29 14:00:00+00:00,BTC,1.0,1.0
2026-01-30 19:00:00+00:00,BTC,-1.0,0.0
2026-01-31 14:00:00+00:00,BTC,1.0,1.0
2026-02-02 09:00:00+00:00,BTC,-1.0,0.0
2026-02-03 17:00:00+00:00,BTC,1.0,1.0
2026-02-06 13:00:00+00:00,BTC,-1.0,0.0
2026-02-08 13:00:00+00:00,BTC,-1.0,-1.0
2026-02-09 07:00:00+00:00,BTC,1.0,0.0
2026-02-11 04:00:00+00:00,BTC,1.0,1.0
2026-02-11 21:00:00+00:00,BTC,-1.0,0.0
2026-02-12 16:00:00+00:00,BTC,1.0,1.0
2026-02-13 02:00:00+00:00,BTC,-1.0,0.0
2026-02-13 15:00:00+00:00,BTC,-1.0,-1.0
2026-02-15 12:00:00+00:00,BTC,1.0,0.0
2026-02-15 19:00:00+00:00,BTC,1.0,1.0
2026-02-16 21:00:00+00:00,BTC,-1.0,0.0
2026-02-17 14:00:00+00:00,BTC,1.0,1.0
2026-02-17 18:00:00+00:00,BTC,-1.0,0.0
2026-02-18 18:00:00+00:00,BTC,1.0,1.0
2026-02-19 06:00:00+00:00,BTC,-1.0,0.0
2026-02-19 13:00:00+00:00,BTC,1.0,1.0
2026-02-19 18:00:00+00:00,BTC,-1.0,0.0
2026-02-20 09:00:00+00:00,BTC,-1.0,-1.0
2026-02-20 13:00:00+00:00,BTC,1.0,0.0
2026-02-22 14:00:00+00:00,BTC,1.0,1.0
2026-02-24 18:00:00+00:00,BTC,-1.0,0.0
2026-02-25 14:00:00+00:00,BTC,-1.0,-1.0
2026-02-26 15:00:00+00:00,BTC,1.0,0.0
2026-02-27 11:00:00+00:00,BTC,1.0,1.0
2026-02-28 17:00:00+00:00,BTC,-1.0,0.0
2026-03-02 15:00:00+00:00,BTC,-1.0,-1.0
2026-03-03 08:00:00+00:00,BTC,1.0,0.0
2026-03-04 08:00:00+00:00,BTC,-1.0,-1.0
2026-03-05 15:00:00+00:00,BTC,1.0,0.0
2026-03-06 13:00:00+00:00,BTC,1.0,1.0
2026-03-08 09:00:00+00:00,BTC,-1.0,0.0
2026-03-08 22:00:00+00:00,BTC,1.0,1.0
2026-03-09 03:00:00+00:00,BTC,-1.0,0.0
2026-03-09 13:00:00+00:00,BTC,-1.0,-1.0
2026-03-10 22:00:00+00:00,BTC,1.0,0.0
2026-03-13 00:00:00+00:00,BTC,-1.0,-1.0
2026-03-13 17:00:00+00:00,BTC,1.0,0.0
2026-03-15 21:00:00+00:00,BTC,-1.0,-1.0
2026-03-17 10:00:00+00:00,BTC,1.0,0.0
2026-03-18 11:00:00+00:00,BTC,1.0,1.0
2026-03-20 03:00:00+00:00,BTC,-1.0,0.0
2026-03-21 23:00:00+00:00,BTC,1.0,1.0
2026-03-23 05:00:00+00:00,BTC,-1.0,0.0
2026-03-23 13:00:00+00:00,BTC,-1.0,-1.0
2026-03-24 13:00:00+00:00,BTC,1.0,0.0
2026-03-26 16:00:00+00:00,BTC,1.0,1.0
2026-03-28 13:00:00+00:00,BTC,-1.0,0.0
2026-03-29 22:00:00+00:00,BTC,1.0,1.0
2026-03-30 01:00:00+00:00,BTC,-1.0,0.0
2026-03-30 02:00:00+00:00,BTC,-1.0,-1.0
2026-03-30 17:00:00+00:00,BTC,1.0,0.0
2026-04-01 06:00:00+00:00,BTC,-1.0,-1.0
2026-04-01 18:00:00+00:00,BTC,1.0,0.0
2026-04-02 12:00:00+00:00,BTC,1.0,1.0
2026-04-03 07:00:00+00:00,BTC,-1.0,0.0
2026-04-04 13:00:00+00:00,BTC,-1.0,-1.0
2026-04-05 01:00:00+00:00,BTC,1.0,0.0
2026-04-05 20:00:00+00:00,BTC,-1.0,-1.0
2026-04-06 22:00:00+00:00,BTC,1.0,0.0
2026-04-07 22:00:00+00:00,BTC,-1.0,-1.0
2026-04-09 00:00:00+00:00,BTC,1.0,0.0
2026-04-09 20:00:00+00:00,BTC,-1.0,-1.0
2026-04-10 07:00:00+00:00,BTC,1.0,0.0
2026-04-10 14:00:00+00:00,BTC,-1.0,-1.0
2026-04-11 13:00:00+00:00,BTC,1.0,0.0
2026-04-11 19:00:00+00:00,BTC,-1.0,-1.0
2026-04-13 13:00:00+00:00,BTC,1.0,0.0
2026-04-13 19:00:00+00:00,BTC,-1.0,-1.0
2026-04-15 05:00:00+00:00,BTC,1.0,0.0
2026-04-16 19:00:00+00:00,BTC,-1.0,-1.0
2026-04-17 02:00:00+00:00,BTC,1.0,0.0
2026-04-17 08:00:00+00:00,BTC,-1.0,-1.0
2026-04-18 10:00:00+00:00,BTC,1.0,0.0
2026-04-19 22:00:00+00:00,BTC,1.0,1.0
2026-04-20 09:00:00+00:00,BTC,-1.0,0.0
2026-04-20 18:00:00+00:00,BTC,-1.0,-1.0
2026-04-21 14:00:00+00:00,BTC,1.0,0.0
2026-04-22 02:00:00+00:00,BTC,-1.0,-1.0
2026-04-23 03:00:00+00:00,BTC,1.0,0.0
2026-04-24 22:00:00+00:00,BTC,1.0,1.0
2026-04-25 09:00:00+00:00,BTC,-1.0,0.0
2026-04-26 18:00:00+00:00,BTC,-1.0,-1.0
2026-04-27 05:00:00+00:00,BTC,1.0,0.0
2026-04-27 15:00:00+00:00,BTC,1.0,1.0
2026-04-29 03:00:00+00:00,BTC,-1.0,0.0
2026-04-29 16:00:00+00:00,BTC,1.0,1.0
2026-04-30 07:00:00+00:00,BTC,-1.0,0.0
2026-05-01 11:00:00+00:00,BTC,-1.0,-1.0
2026-05-03 01:00:00+00:00,BTC,1.0,0.0
2026-05-03 20:00:00+00:00,BTC,-1.0,-1.0
2026-05-03 23:00:00+00:00,BTC,1.0,0.0
2026-05-04 01:00:00+00:00,BTC,-1.0,-1.0
2026-05-04 10:00:00+00:00,BTC,1.0,0.0
2026-05-04 14:00:00+00:00,BTC,-1.0,-1.0
2026-05-06 17:00:00+00:00,BTC,1.0,0.0
2026-05-07 13:00:00+00:00,BTC,1.0,1.0
2026-05-08 15:00:00+00:00,BTC,-1.0,0.0
2026-05-09 17:00:00+00:00,BTC,-1.0,-1.0
2026-05-10 20:00:00+00:00,BTC,1.0,0.0
2026-05-10 22:00:00+00:00,BTC,-1.0,-1.0
2026-05-11 03:00:00+00:00,BTC,1.0,0.0
2026-05-11 17:00:00+00:00,BTC,-1.0,-1.0
2026-05-12 01:00:00+00:00,BTC,1.0,0.0
2026-05-12 16:00:00+00:00,BTC,1.0,1.0
2026-05-13 01:00:00+00:00,BTC,-1.0,0.0
2026-05-13 13:00:00+00:00,BTC,1.0,1.0
2026-05-15 04:00:00+00:00,BTC,-1.0,0.0
2026-05-17 23:00:00+00:00,BTC,1.0,1.0
2026-05-18 12:00:00+00:00,BTC,-1.0,0.0
2026-05-18 14:00:00+00:00,BTC,1.0,1.0
2026-05-19 06:00:00+00:00,BTC,-1.0,0.0
2026-05-20 06:00:00+00:00,BTC,-1.0,-1.0
2026-05-21 10:00:00+00:00,BTC,1.0,0.0
2026-05-22 14:00:00+00:00,BTC,1.0,1.0
2026-05-23 18:00:00+00:00,BTC,-1.0,0.0
2026-05-26 17:00:00+00:00,BTC,1.0,1.0
2026-05-29 05:00:00+00:00,BTC,-1.0,0.0
2026-06-01 01:00:00+00:00,BTC,1.0,1.0
2026-06-01 02:00:00+00:00,BTC,-1.0,0.0
2026-06-01 05:00:00+00:00,BTC,1.0,1.0
